"job_id","job_role","industry","country","year","automation_risk_percent","ai_replacement_score","skill_gap_index","salary_before_usd","salary_after_usd","salary_change_percent","skill_demand_growth_percent","remote_feasibility_score","ai_adoption_level","education_requirement_level","automation_risk_category","skill_transition_pressure","wage_volatility_index","reskilling_urgency_score","ai_disruption_intensity","risk_tier","safe_zone_flag","salary_direction"
10252,"Teacher","Transportation","Singapore",2024,"58.81","51.46","7.84","119731.52","127714.82","6.67","9.57","28.21","22.31",1,"Medium","33.33","6.67","27.88","13.1205","Moderate","Transitional","Growing"
10253,"Software Engineer","Finance","UK",2021,"40.37","34.81","29.63","127491.68","113900.15","-10.66","10.03","27.62","1.65",2,"Medium","35.00","10.66","28.24","0.6661","Moderate","Transitional","Declining"
10254,"Data Analyst","Education","UK",2026,"40.46","41.46","9.64","36051.68","41514.81","15.15","4.51","95.84","7.52",3,"Medium","25.05","15.15","23.62","3.0426","Moderate","Transitional","Growing"
10255,"Software Engineer","Retail","India",2022,"49.57","43.45","3.40","70172.57","83509.47","19.01","18.85","14.43","92.78",4,"Medium","26.49","19.01","26.55","45.9910","Moderate","Transitional","Growing"
10256,"Mechanical Engineer","Retail","UK",2023,"13.82","12.26","43.25","143478.28","143586.89","0.08","-10.44","72.50","65.67",4,"Low","28.54","0.08","18.53","9.0756","Low","Transitional","Growing"
10257,"Financial Analyst","Transportation","India",2025,"27.61","24.27","1.43","131143.19","143931.64","9.75","1.76","39.13","75.60",2,"Low","14.52","9.75","14.40","20.8732","Low","Safe Zone","Growing"
10258,"Truck Driver","Energy","Germany",2026,"29.88","33.60","89.10","61785.64","59785.72","-3.24","1.18","88.10","28.62",2,"Low","59.49","3.24","39.65","8.5517","Low","Transitional","Declining"
10259,"Customer Support Rep","Manufacturing","Australia",2023,"41.19","49.09","67.00","129867.01","120808.05","-6.98","18.68","87.65","58.82",5,"Medium","54.10","6.98","38.67","24.2280","Moderate","Transitional","Declining"
10260,"HR Manager","Healthcare","USA",2020,"56.02","52.12","98.12","132552.23","127617.12","-3.72","0.58","77.37","2.58",5,"Medium","77.07","3.72","52.96","1.4453","Moderate","Transitional","Declining"
10261,"HR Manager","Retail","Australia",2023,"33.48","33.92","20.49","134778.14","153836.95","14.14","7.71","36.20","24.10",4,"Medium","26.99","14.14","23.78","8.0687","Low","Safe Zone","Growing"
10262,"Teacher","Finance","Singapore",2026,"46.24","45.91","47.96","78633.24","84462.11","7.41","19.68","53.90","72.07",2,"Medium","47.10","7.41","35.11","33.3252","Moderate","Transitional","Growing"
10263,"Marketing Specialist","Education","USA",2025,"28.32","32.76","38.42","69311.12","57413.30","-17.17","8.16","34.19","7.79",4,"Low","33.37","17.17","28.01","2.2061","Low","Transitional","Declining"
10264,"HR Manager","Finance","USA",2021,"55.64","64.82","68.53","98128.49","90335.62","-7.94","-13.73","35.76","1.67",1,"Medium","62.09","7.94","45.20","0.9292","Moderate","Transitional","Declining"
10265,"Financial Analyst","Retail","India",2025,"34.32","28.44","85.84","115873.10","103537.20","-10.65","-7.13","61.26","79.80",4,"Medium","60.08","10.65","42.68","27.3874","Low","Transitional","Declining"
10266,"Customer Support Rep","Healthcare","Singapore",2022,"75.31","61.12","78.53","135760.06","137767.83","1.48","2.75","32.66","17.37",2,"High","76.92","1.48","54.13","13.0813","High","High Risk","Growing"
10267,"Customer Support Rep","Retail","Singapore",2022,"63.07","64.40","47.09","138216.38","146029.08","5.65","-9.24","46.89","87.38",3,"High","55.08","5.65","41.05","55.1106","Moderate","Transitional","Growing"
10268,"HR Manager","Transportation","India",2021,"19.30","16.08","99.28","99264.43","97486.91","-1.79","13.04","64.39","69.41",1,"Low","59.29","1.79","38.04","13.3961","Low","Transitional","Declining"
10269,"Customer Support Rep","Retail","Singapore",2023,"94.03","79.46","12.48","92784.42","93151.41","0.40","4.23","99.17","81.14",2,"High","53.26","0.40","41.48","76.2959","High","High Risk","Growing"
10270,"Teacher","Retail","Canada",2025,"28.61","32.03","62.79","44330.37","48410.43","9.20","6.53","36.09","65.91",1,"Low","45.70","9.20","33.04","18.8569","Low","Safe Zone","Growing"
10271,"Data Analyst","Healthcare","Brazil",2024,"5.00","5.67","20.59","103035.03","130517.72","26.67","18.41","32.84","55.91",1,"Low","12.80","26.67","16.18","2.7955","Low","Safe Zone","Growing"
10272,"HR Manager","Manufacturing","Australia",2021,"52.19","50.64","63.33","52988.86","62650.49","18.23","6.06","43.12","41.11",3,"Medium","57.76","18.23","45.34","21.4553","Moderate","Transitional","Growing"
10273,"HR Manager","Healthcare","Australia",2025,"21.49","22.50","12.35","90096.98","84678.17","-6.01","-0.69","18.62","35.74",4,"Low","16.92","6.01","14.10","7.6805","Low","Transitional","Declining"
10274,"Accountant","Transportation","USA",2023,"70.72","73.69","77.91","43748.49","39656.98","-9.35","-10.67","87.40","66.44",5,"High","74.32","9.35","54.47","46.9864","High","High Risk","Declining"
10275,"Data Analyst","Manufacturing","Brazil",2022,"34.33","31.59","75.99","136598.84","128538.23","-5.90","5.48","34.47","74.58",4,"Medium","55.16","5.90","38.30","25.6033","Low","Transitional","Declining"
10276,"Mechanical Engineer","Finance","Germany",2025,"37.13","39.00","52.45","138926.04","131774.50","-5.15","-13.42","15.83","80.50",3,"Medium","44.79","5.15","32.13","29.8897","Low","Transitional","Declining"
10277,"Software Engineer","Energy","Canada",2024,"22.81","24.83","0.30","134091.99","133689.98","-0.30","9.71","53.43","61.64",1,"Low","11.56","0.30","9.30","14.0601","Low","Transitional","Declining"
10278,"Financial Analyst","Education","USA",2022,"78.26","80.09","7.39","97820.30","112349.69","14.85","0.39","37.30","92.45",5,"High","42.83","14.85","37.98","72.3514","High","High Risk","Growing"
10279,"Accountant","Retail","USA",2026,"66.01","61.43","35.20","92138.04","94881.45","2.98","-1.27","64.82","31.87",3,"High","50.61","2.98","37.86","21.0374","Moderate","Transitional","Growing"
10280,"Mechanical Engineer","Retail","Singapore",2025,"54.66","45.88","95.21","38036.60","41535.29","9.20","2.58","23.58","6.67",3,"Medium","74.94","9.20","53.19","3.6458","Moderate","Transitional","Growing"
10281,"Data Analyst","Healthcare","USA",2023,"7.57","9.00","8.88","108208.41","120153.79","11.04","3.18","36.49","2.89",5,"Low","8.23","11.04","9.00","0.2188","Low","Safe Zone","Growing"
10282,"Software Engineer","Transportation","India",2020,"52.40","54.26","43.45","68761.92","67573.85","-1.73","6.28","80.18","64.10",5,"Medium","47.93","1.73","34.51","33.5884","Moderate","Transitional","Declining"
10283,"Mechanical Engineer","Energy","Germany",2025,"37.12","30.95","60.24","130761.09","108523.65","-17.01","-12.83","84.40","21.06",4,"Medium","48.68","17.01","38.02","7.8175","Low","Transitional","Declining"
10284,"Accountant","Education","Germany",2026,"22.07","23.80","65.65","139455.16","124375.45","-10.81","-1.01","48.59","38.38",1,"Low","43.86","10.81","31.77","8.4705","Low","Transitional","Declining"
10285,"Customer Support Rep","Finance","Australia",2024,"90.67","105.81","42.81","79499.42","92849.90","16.79","1.00","59.51","28.79",3,"High","66.74","16.79","54.15","26.1039","High","High Risk","Growing"
10286,"Teacher","Retail","Germany",2026,"63.81","74.12","71.78","53358.28","47500.58","-10.98","12.94","10.50","38.54",5,"High","67.80","10.98","50.35","24.5924","Moderate","Transitional","Declining"
10287,"HR Manager","Retail","UK",2024,"42.92","49.95","61.97","63794.37","60071.56","-5.84","7.74","29.21","74.45",1,"Medium","52.45","5.84","37.51","31.9539","Moderate","Transitional","Declining"
10288,"Mechanical Engineer","Retail","USA",2020,"30.81","25.03","49.68","108966.00","101657.20","-6.71","14.99","48.21","55.66",5,"Medium","40.25","6.71","29.24","17.1488","Low","Transitional","Declining"
10289,"Accountant","Manufacturing","India",2024,"15.23","13.39","36.93","62061.26","75177.50","21.13","0.21","58.57","77.42",3,"Low","26.08","21.13","23.51","11.7911","Low","Safe Zone","Growing"
10290,"Software Engineer","Energy","Brazil",2023,"43.84","40.20","12.00","106762.91","99708.47","-6.61","-5.50","81.57","21.99",2,"Medium","27.92","6.61","23.12","9.6404","Moderate","Transitional","Declining"
10291,"Software Engineer","Education","Germany",2024,"37.65","31.55","41.65","147633.25","123780.66","-16.16","12.49","41.95","20.60",1,"Medium","39.65","16.16","32.40","7.7559","Low","Transitional","Declining"
10292,"Software Engineer","Manufacturing","Canada",2025,"6.83","5.93","46.73","33243.64","33563.55","0.96","11.86","25.62","41.63",2,"Low","26.78","0.96","17.04","2.8433","Low","Safe Zone","Growing"
10293,"Accountant","Healthcare","Singapore",2021,"36.34","41.21","12.05","81584.48","74522.25","-8.66","19.42","42.18","34.04",1,"Medium","24.20","8.66","20.75","12.3701","Low","Transitional","Declining"
10294,"Mechanical Engineer","Education","Australia",2025,"63.34","53.70","85.67","38506.19","34780.97","-9.67","-10.78","45.42","18.77",3,"High","74.51","9.67","53.94","11.8889","Moderate","Transitional","Declining"
10295,"Teacher","Healthcare","Brazil",2022,"52.22","51.25","56.76","103789.78","107696.74","3.76","8.78","57.85","82.01",5,"Medium","54.49","3.76","39.04","42.8256","Moderate","Transitional","Growing"
10296,"Truck Driver","Education","Singapore",2026,"68.92","67.56","75.25","101993.18","120475.67","18.12","-12.72","46.53","10.03",3,"High","72.09","18.12","55.58","6.9127","Moderate","Transitional","Growing"
10297,"Truck Driver","Manufacturing","Germany",2024,"83.38","89.47","82.85","88073.54","93440.85","6.09","10.97","40.27","0.41",2,"High","83.12","6.09","60.03","0.3419","High","High Risk","Growing"
10298,"Marketing Specialist","Retail","Germany",2020,"70.19","61.33","86.87","104195.87","90470.64","-13.17","12.02","46.23","31.21",1,"High","78.53","13.17","58.09","21.9063","High","High Risk","Declining"
10299,"Marketing Specialist","Education","India",2024,"23.32","25.42","9.58","91436.03","96915.60","5.99","5.47","88.25","49.17",5,"Low","16.45","5.99","14.00","11.4664","Low","Safe Zone","Growing"
10300,"Financial Analyst","Education","Japan",2024,"69.09","77.12","2.79","140656.45","156253.59","11.09","17.12","74.21","22.48",4,"High","35.94","11.09","31.80","15.5314","Moderate","Transitional","Growing"
10301,"Financial Analyst","Healthcare","Brazil",2026,"12.04","10.75","79.46","101677.82","88593.47","-12.87","-1.91","81.98","45.79",1,"Low","45.75","12.87","32.51","5.5131","Low","Transitional","Declining"
10302,"Marketing Specialist","Education","Japan",2021,"52.82","42.52","42.99","31852.14","29673.34","-6.84","12.84","25.04","92.64",5,"Medium","47.91","6.84","36.08","48.9324","Moderate","Transitional","Declining"
10303,"Customer Support Rep","Energy","Brazil",2021,"26.26","23.09","24.05","128736.47","115285.06","-10.45","12.72","25.02","75.54",1,"Low","25.16","10.45","20.85","19.8368","Low","Transitional","Declining"
10304,"Data Analyst","Transportation","Australia",2025,"63.06","73.45","77.11","125323.93","140738.55","12.30","13.47","20.44","32.92",5,"High","70.09","12.30","52.05","20.7594","Moderate","Transitional","Growing"
10305,"Financial Analyst","Retail","Singapore",2026,"42.07","44.83","41.77","74999.76","59794.74","-20.27","17.21","16.53","96.94",1,"Medium","41.92","20.27","35.44","40.7827","Moderate","Transitional","Declining"
10306,"Truck Driver","Retail","Australia",2026,"89.83","73.27","52.92","115532.88","97004.94","-16.04","17.02","82.29","61.47",4,"High","71.38","16.04","56.62","55.2185","High","High Risk","Declining"
10307,"Accountant","Education","Singapore",2025,"26.73","27.91","27.47","101501.98","93668.40","-7.72","15.33","35.43","72.67",4,"Low","27.10","7.72","21.25","19.4247","Low","Transitional","Declining"
10308,"Software Engineer","Manufacturing","UK",2023,"35.59","30.44","54.57","109585.09","135367.34","23.53","3.35","42.84","87.78",1,"Medium","45.08","23.53","37.67","31.2409","Low","Safe Zone","Growing"
10309,"Financial Analyst","Energy","Australia",2024,"26.80","24.45","77.37","36943.01","38249.04","3.54","17.95","80.77","43.42",4,"Low","52.09","3.54","34.99","11.6366","Low","Safe Zone","Growing"
10310,"Mechanical Engineer","Technology","Brazil",2026,"50.37","53.63","90.19","34172.71","35289.53","3.27","-1.70","40.99","67.77",1,"Medium","70.28","3.27","48.19","34.1357","Moderate","Transitional","Growing"
10311,"Accountant","Technology","Japan",2022,"25.94","27.27","47.81","44750.22","47900.57","7.04","15.05","11.92","50.46",2,"Low","36.88","7.04","26.83","13.0893","Low","Safe Zone","Growing"
10312,"Software Engineer","Retail","Singapore",2026,"52.57","46.61","61.53","141537.94","145807.63","3.02","21.02","37.89","63.65",5,"Medium","57.05","3.02","40.39","33.4608","Moderate","Transitional","Growing"
10313,"Software Engineer","Energy","Canada",2021,"50.01","52.76","75.54","63509.67","82599.05","30.06","9.82","18.09","17.65",5,"Medium","62.78","30.06","51.68","8.8268","Moderate","Transitional","Growing"
10314,"Software Engineer","Transportation","Canada",2024,"21.46","17.58","23.36","92658.80","77616.27","-16.23","7.70","95.18","46.72",3,"Low","22.41","16.23","20.46","10.0261","Low","Transitional","Declining"
10315,"Truck Driver","Energy","Germany",2024,"69.61","56.53","39.92","95053.00","86342.63","-9.16","-0.24","28.10","46.66",2,"High","54.77","9.16","42.57","32.4800","Moderate","Transitional","Declining"
10316,"Software Engineer","Healthcare","Canada",2025,"5.00","4.47","71.95","55768.82","58361.82","4.65","-22.93","96.81","89.11",3,"Low","38.48","4.65","24.98","4.4555","Low","Transitional","Growing"
10317,"HR Manager","Technology","Japan",2021,"26.64","22.21","43.79","42109.74","43763.08","3.93","12.15","94.94","56.95",1,"Low","35.22","3.93","24.97","15.1715","Low","Safe Zone","Growing"
10318,"Marketing Specialist","Energy","India",2024,"35.51","35.52","16.08","85567.59","86538.28","1.13","2.80","19.06","39.06",5,"Medium","25.79","1.13","19.37","13.8702","Low","Safe Zone","Growing"
10319,"Software Engineer","Finance","India",2021,"55.04","46.85","29.27","53431.47","44067.05","-17.53","7.79","55.65","16.74",1,"Medium","42.16","17.53","36.06","9.2137","Moderate","Transitional","Declining"
10320,"Customer Support Rep","Transportation","Japan",2021,"78.03","82.50","4.34","143707.82","139087.94","-3.21","11.25","36.27","49.92",5,"High","41.19","3.21","33.48","38.9526","High","High Risk","Declining"
10321,"Data Analyst","Transportation","Canada",2021,"43.34","39.72","79.54","39419.44","43982.32","11.58","-16.19","81.97","87.18",4,"Medium","61.44","11.58","44.67","37.7838","Moderate","Transitional","Growing"
10322,"Data Analyst","Transportation","Singapore",2025,"17.11","15.34","36.83","81306.67","72737.57","-10.54","11.96","89.42","31.73",4,"Low","26.97","10.54","21.06","5.4290","Low","Transitional","Declining"
10323,"HR Manager","Energy","India",2020,"47.63","44.37","42.53","92667.71","87784.91","-5.27","8.44","41.70","63.96",4,"Medium","45.08","5.27","33.39","30.4641","Moderate","Transitional","Declining"
10324,"Marketing Specialist","Manufacturing","Australia",2021,"51.22","56.97","88.91","41288.83","37148.60","-10.03","14.93","53.32","62.78",4,"Medium","70.07","10.03","50.17","32.1559","Moderate","Transitional","Declining"
10325,"Mechanical Engineer","Transportation","Australia",2021,"20.54","19.28","97.61","46355.65","54877.22","18.38","-2.30","37.52","19.84",1,"Low","59.08","18.38","43.01","4.0751","Low","Transitional","Growing"
10326,"Financial Analyst","Manufacturing","India",2025,"24.87","21.84","24.70","56546.45","57356.49","1.43","18.50","36.69","34.51",2,"Low","24.79","1.43","17.79","8.5826","Low","Safe Zone","Growing"
10327,"Software Engineer","Technology","India",2025,"67.05","58.57","88.68","118416.47","136663.81","15.41","19.09","48.06","43.89",4,"High","77.87","15.41","58.05","29.4282","Moderate","Transitional","Growing"
10328,"Data Analyst","Manufacturing","UK",2020,"55.73","62.65","57.12","122231.12","115351.54","-5.63","15.39","66.10","43.58",3,"Medium","56.43","5.63","41.12","24.2871","Moderate","Transitional","Declining"
10329,"Accountant","Technology","USA",2026,"16.87","17.87","58.75","42311.72","41974.09","-0.80","3.63","85.01","6.37",4,"Low","37.81","0.80","24.61","1.0746","Low","Transitional","Declining"
10330,"HR Manager","Finance","Singapore",2023,"42.23","36.80","25.36","122390.87","125526.85","2.56","16.19","87.69","85.69",3,"Medium","33.80","2.56","25.27","36.1869","Moderate","Transitional","Growing"
10331,"Customer Support Rep","Technology","Brazil",2023,"40.51","42.86","77.83","97326.51","102166.11","4.97","16.80","35.60","68.56",1,"Medium","59.17","4.97","41.04","27.7737","Moderate","Transitional","Growing"
10332,"HR Manager","Healthcare","Brazil",2026,"51.16","53.72","9.53","45088.26","43812.04","-2.83","17.96","29.37","9.27",2,"Medium","30.35","2.83","24.17","4.7425","Moderate","Transitional","Declining"
10333,"Data Analyst","Transportation","Japan",2021,"18.40","16.90","98.30","130140.60","132083.33","1.49","2.47","60.75","22.85",2,"Low","58.35","1.49","37.30","4.2044","Low","Safe Zone","Growing"
10334,"Accountant","Retail","Singapore",2026,"62.26","50.56","73.15","137434.56","141423.93","2.90","9.08","94.13","70.73",3,"High","67.71","2.90","47.72","44.0365","Moderate","Transitional","Growing"
10335,"HR Manager","Energy","India",2020,"58.07","47.07","17.42","123771.44","108101.25","-12.66","8.19","95.31","64.97",4,"Medium","37.75","12.66","32.25","37.7281","Moderate","Transitional","Declining"
10336,"Software Engineer","Transportation","USA",2023,"34.23","39.18","95.33","74542.18","66935.20","-10.20","5.42","96.39","12.07",4,"Medium","64.78","10.20","45.35","4.1316","Low","Transitional","Declining"
10337,"Customer Support Rep","Energy","Japan",2024,"90.03","78.91","90.88","84276.75","80412.38","-4.59","5.91","45.49","49.34",5,"High","90.46","4.59","64.65","44.4208","High","High Risk","Declining"
10338,"Marketing Specialist","Healthcare","India",2022,"10.66","11.35","83.89","32973.60","31232.54","-5.28","4.92","88.60","16.08",1,"Low","47.28","5.28","31.01","1.7141","Low","Transitional","Declining"
10339,"Financial Analyst","Finance","USA",2020,"14.10","16.11","44.45","41449.08","46998.58","13.39","14.63","61.15","33.21",4,"Low","29.28","13.39","22.99","4.6826","Low","Safe Zone","Growing"
10340,"Accountant","Technology","Brazil",2025,"39.71","46.94","53.44","77647.10","74314.20","-4.29","7.11","36.12","22.65",3,"Medium","46.58","4.29","33.20","8.9943","Low","Transitional","Declining"
10341,"Truck Driver","Technology","India",2025,"72.61","75.63","75.94","81212.69","77729.56","-4.29","0.59","90.30","7.49",1,"High","74.28","4.29","53.11","5.4385","High","High Risk","Declining"
10342,"Truck Driver","Technology","Australia",2026,"66.59","59.44","21.43","41808.91","40221.80","-3.80","-4.92","51.02","95.08",4,"High","44.01","3.80","34.21","63.3138","Moderate","Transitional","Declining"
10343,"HR Manager","Energy","Singapore",2025,"26.93","29.31","65.64","92099.37","85548.95","-7.11","0.15","25.89","34.60",3,"Low","46.29","7.11","32.60","9.3178","Low","Transitional","Declining"
10344,"Financial Analyst","Education","Japan",2026,"19.60","23.51","44.58","94678.83","83102.79","-12.23","9.68","53.36","6.29",3,"Low","32.09","12.23","24.88","1.2328","Low","Transitional","Declining"
10345,"Truck Driver","Technology","Germany",2026,"92.84","91.83","2.97","101888.89","103207.62","1.29","3.22","95.80","91.66",2,"High","47.91","1.29","38.41","85.0971","High","High Risk","Growing"
10346,"Teacher","Energy","Australia",2025,"39.94","43.34","15.58","39083.53","41254.12","5.55","14.14","91.64","91.46",5,"Medium","27.76","5.55","22.31","36.5291","Low","Safe Zone","Growing"
10347,"HR Manager","Energy","India",2026,"34.31","31.82","44.19","109881.86","110015.41","0.12","3.26","11.78","45.07",1,"Medium","39.25","0.12","27.02","15.4635","Low","Safe Zone","Growing"
10348,"Marketing Specialist","Manufacturing","Japan",2024,"15.76","16.15","31.43","87469.71","86452.00","-1.16","8.35","74.74","68.33",3,"Low","23.60","1.16","16.08","10.7688","Low","Transitional","Declining"
10349,"Financial Analyst","Transportation","Australia",2021,"70.82","66.13","5.61","146475.68","129614.49","-11.51","-0.17","92.27","19.06",2,"High","38.21","11.51","33.46","13.4983","High","High Risk","Declining"
10350,"Software Engineer","Technology","Canada",2022,"37.01","40.80","73.10","33535.81","34316.84","2.33","3.22","59.79","68.72",2,"Medium","55.05","2.33","37.43","25.4333","Low","Safe Zone","Growing"
10351,"Customer Support Rep","Retail","Germany",2020,"53.16","58.37","28.91","57843.69","61482.40","6.29","21.47","10.41","63.53",3,"Medium","41.04","6.29","31.82","33.7725","Moderate","Transitional","Growing"
10352,"Marketing Specialist","Healthcare","USA",2026,"64.07","70.04","17.21","95344.05","114634.80","20.23","11.64","84.79","69.82",4,"High","40.64","20.23","36.86","44.7337","Moderate","Transitional","Growing"
10353,"Software Engineer","Technology","USA",2021,"9.89","7.99","13.66","34833.83","28863.55","-17.14","-0.01","10.66","8.03",4,"Low","11.78","17.14","13.20","0.7942","Low","Transitional","Declining"
10354,"Truck Driver","Education","Australia",2022,"52.83","62.12","99.48","36014.45","35738.84","-0.77","17.81","65.89","50.60",4,"Medium","76.16","0.77","51.21","26.7320","Moderate","Transitional","Declining"
10355,"Mechanical Engineer","Manufacturing","Singapore",2026,"74.72","74.07","16.80","123582.39","110840.51","-10.31","5.37","51.54","68.74",3,"High","45.76","10.31","38.02","51.3625","High","High Risk","Declining"
10356,"Data Analyst","Transportation","Germany",2024,"20.71","24.12","85.00","98147.39","99275.84","1.15","-1.15","47.40","72.41",2,"Low","52.86","1.15","34.13","14.9961","Low","Transitional","Growing"
10357,"Mechanical Engineer","Finance","India",2023,"28.69","29.91","55.44","93222.07","92970.18","-0.27","-5.26","59.56","92.77",2,"Low","42.07","0.27","28.19","26.6157","Low","Transitional","Declining"
10358,"Customer Support Rep","Technology","Germany",2026,"57.26","60.46","56.92","53429.43","56546.10","5.83","-2.69","57.08","89.60",3,"Medium","57.09","5.83","41.73","51.3050","Moderate","Transitional","Growing"
10359,"Financial Analyst","Healthcare","India",2023,"73.57","67.60","10.15","71289.67","59784.34","-16.14","-1.17","55.14","60.55",2,"High","41.86","16.14","37.32","44.5466","High","High Risk","Declining"
10360,"Teacher","Manufacturing","Germany",2026,"59.11","55.28","98.30","80674.47","82887.60","2.74","19.85","67.57","37.29",1,"Medium","78.71","2.74","53.96","22.0421","Moderate","Transitional","Growing"
10361,"Financial Analyst","Technology","Canada",2024,"48.14","56.46","38.60","42691.92","42872.76","0.42","23.09","48.24","77.78",1,"Medium","43.37","0.42","30.96","37.4433","Moderate","Transitional","Growing"
10362,"Financial Analyst","Transportation","India",2020,"49.35","51.95","92.61","37021.32","38766.25","4.71","2.19","81.35","18.86",2,"Medium","70.98","4.71","48.94","9.3074","Moderate","Transitional","Growing"
10363,"Mechanical Engineer","Technology","Canada",2022,"21.84","24.68","55.29","133240.77","138810.64","4.18","15.73","37.46","59.94",2,"Low","38.57","4.18","26.58","13.0909","Low","Safe Zone","Growing"
10364,"Software Engineer","Transportation","Australia",2025,"36.11","42.35","55.50","33347.36","32326.42","-3.06","6.27","94.96","48.66",4,"Medium","45.81","3.06","32.01","17.5711","Low","Transitional","Declining"
10365,"Truck Driver","Healthcare","India",2020,"92.76","75.17","53.28","57144.73","56981.12","-0.29","27.52","60.95","35.96",2,"High","73.02","0.29","53.18","33.3565","High","High Risk","Declining"
10366,"Truck Driver","Finance","Singapore",2024,"28.61","24.10","85.86","114332.68","109218.45","-4.47","8.19","14.43","1.73",1,"Low","57.24","4.47","38.54","0.4950","Low","Transitional","Declining"
10367,"Software Engineer","Finance","Japan",2023,"36.53","36.54","11.06","71594.65","85921.15","20.01","8.44","82.90","64.14",4,"Medium","23.80","20.01","23.93","23.4303","Low","Safe Zone","Growing"
10368,"Customer Support Rep","Education","UK",2020,"27.10","28.03","8.79","97789.21","83586.15","-14.52","-3.43","53.35","38.15",3,"Low","17.95","14.52","17.83","10.3387","Low","Transitional","Declining"
10369,"Accountant","Transportation","Japan",2021,"68.12","60.67","13.67","130437.50","145797.47","11.78","0.83","48.87","47.01",4,"High","40.90","11.78","34.88","32.0232","Moderate","Transitional","Growing"
10370,"Data Analyst","Finance","USA",2023,"5.00","5.42","34.37","117434.19","126242.22","7.50","-19.83","63.05","19.69",1,"Low","19.69","7.50","14.56","0.9845","Low","Transitional","Growing"
10371,"Teacher","Transportation","Brazil",2025,"30.58","31.63","82.29","145373.20","133821.78","-7.95","5.45","96.04","42.08",4,"Medium","56.44","7.95","39.30","12.8681","Low","Transitional","Declining"
10372,"HR Manager","Transportation","Canada",2020,"17.17","20.42","28.05","108820.56","113651.90","4.44","-2.20","97.87","98.51",3,"Low","22.61","4.44","16.62","16.9142","Low","Transitional","Growing"
10373,"Truck Driver","Manufacturing","Australia",2026,"33.83","37.47","66.43","126176.49","113699.47","-9.89","-11.79","40.76","76.65",5,"Medium","50.13","9.89","36.43","25.9307","Low","Transitional","Declining"
10374,"HR Manager","Transportation","Brazil",2024,"66.64","59.95","57.28","45116.08","45199.33","0.18","4.18","85.62","90.66",3,"High","61.96","0.18","43.89","60.4158","Moderate","Transitional","Growing"
10375,"Customer Support Rep","Energy","Canada",2021,"68.43","76.87","40.42","135040.47","125262.44","-7.24","15.39","63.75","5.13",3,"High","54.43","7.24","41.67","3.5105","Moderate","Transitional","Declining"
10376,"Accountant","Education","Japan",2023,"20.26","23.88","0.98","54388.15","56691.67","4.24","-2.70","19.51","2.01",4,"Low","10.62","4.24","9.67","0.4072","Low","Transitional","Growing"
10377,"Financial Analyst","Energy","Japan",2026,"75.13","86.34","35.84","42062.87","45192.50","7.44","8.46","97.72","13.01",2,"High","55.49","7.44","43.04","9.7744","High","High Risk","Growing"
10378,"Marketing Specialist","Education","India",2023,"52.01","50.57","15.68","126947.50","125010.83","-1.53","2.58","84.48","39.54",4,"Medium","33.85","1.53","25.97","20.5648","Moderate","Transitional","Declining"
10379,"Software Engineer","Manufacturing","UK",2025,"33.32","34.80","40.85","34247.66","29533.30","-13.77","10.28","97.20","69.03",2,"Medium","37.09","13.77","29.71","23.0008","Low","Transitional","Declining"
10380,"Truck Driver","Technology","India",2022,"83.85","99.09","6.33","47843.10","48736.91","1.87","6.50","10.44","94.52",1,"High","45.09","1.87","36.00","79.2550","High","High Risk","Growing"
10381,"Marketing Specialist","Education","USA",2025,"41.81","41.18","87.87","64743.94","53232.05","-17.78","13.95","20.22","35.86",4,"Medium","64.84","17.78","48.42","14.9931","Moderate","Transitional","Declining"
10382,"Data Analyst","Education","India",2024,"12.11","12.21","52.98","82476.87","82075.14","-0.49","-2.21","26.44","26.34",5,"Low","32.55","0.49","20.88","3.1898","Low","Transitional","Declining"
10383,"Teacher","Manufacturing","UK",2021,"34.73","28.34","22.00","123202.50","110175.15","-10.57","-0.36","27.80","98.47",1,"Medium","28.37","10.57","23.66","34.1986","Low","Transitional","Declining"
10384,"HR Manager","Energy","Japan",2021,"20.39","23.70","8.05","134931.65","168178.58","24.64","6.57","32.13","89.86",3,"Low","14.22","24.64","17.96","18.3225","Low","Safe Zone","Growing"
10385,"Marketing Specialist","Transportation","India",2025,"51.10","54.69","55.68","45028.16","43285.82","-3.87","9.11","36.28","66.95",1,"Medium","53.39","3.87","38.31","34.2115","Moderate","Transitional","Declining"
10386,"Mechanical Engineer","Education","Germany",2021,"16.53","19.40","12.41","110058.71","125647.53","14.16","14.66","49.00","38.23",5,"Low","14.47","14.16","14.58","6.3194","Low","Safe Zone","Growing"
10387,"HR Manager","Finance","Singapore",2021,"78.44","88.39","48.54","51872.11","53435.73","3.01","12.91","22.22","18.31",5,"High","63.49","3.01","46.84","14.3624","High","High Risk","Growing"
10388,"Software Engineer","Transportation","UK",2024,"37.86","37.91","40.93","81224.88","76870.10","-5.36","-2.19","54.34","6.37",5,"Medium","39.39","5.36","29.03","2.4117","Low","Transitional","Declining"
10389,"Data Analyst","Education","Singapore",2023,"24.69","21.83","17.46","47591.16","46919.19","-1.41","3.50","43.67","10.15",1,"Low","21.08","1.41","15.54","2.5060","Low","Transitional","Declining"
10390,"Customer Support Rep","Technology","Brazil",2020,"87.79","87.72","50.48","55331.07","56242.78","1.65","6.84","13.08","73.24",3,"High","69.14","1.65","50.76","64.2974","High","High Risk","Growing"
